date,customer,product,quantity,price,sales,month,year,row_id,order_id,ship_date,ship_mode,customer_id,segment,country,city,state,postal_code,region,retail_sales_people,product_id,category,sub_category,returned,discount,profit,day_of_week,is_weekend,revenue,total_spend,order_count,product_total_sales,source
2014-09-21,herbert flentye,staple envelope,2,7.78,15.56,9,2014,3162,ca-2014-153969,2014-09-25,standard class,hf-14995,consumer,united states,san francisco,california,94109,west,anna andreadi,off-en-10001539,office supplies,envelopes,not,0.0,7.3132,sunday,True,15.56,1976.499,18,1686.8120000000001,retail_supply_chain_sales
2014-09-21,herbert flentye,"#10 white business envelopes,4 1/8 x 9 1/2",5,15.669999999999998,78.35,9,2014,3163,ca-2014-153969,2014-09-25,standard class,hf-14995,consumer,united states,san francisco,california,94109,west,anna andreadi,off-en-10004483,office supplies,envelopes,not,0.0,36.8245,sunday,True,78.35,1976.499,18,488.904,retail_supply_chain_sales
2014-09-21,herbert flentye,newell 34,3,19.84,59.52,9,2014,3164,ca-2014-153969,2014-09-25,standard class,hf-14995,consumer,united states,san francisco,california,94109,west,anna andreadi,off-ar-10001615,office supplies,art,not,0.0,15.4752,sunday,True,59.519999999999996,1976.499,18,460.288,retail_supply_chain_sales
2014-09-21,herbert flentye,xerox 1971,9,4.28,38.52,9,2014,3165,ca-2014-153969,2014-09-25,standard class,hf-14995,consumer,united states,san francisco,california,94109,west,anna andreadi,off-pa-10000327,office supplies,paper,not,0.0,17.334,sunday,True,38.52,1976.499,18,113.84800000000001,retail_supply_chain_sales
2014-09-21,herbert flentye,polycom cx300 desktop phone usb voip phone,2,119.992,239.984,9,2014,3166,ca-2014-153969,2014-09-25,standard class,hf-14995,consumer,united states,san francisco,california,94109,west,anna andreadi,tec-ph-10001299,technology,phones,not,0.2,23.9984,sunday,True,239.984,1976.499,18,1139.924,retail_supply_chain_sales
2014-09-21,herbert flentye,"wirebound four 2-3/4 x 5 forms per page, 400 sets per book",3,6.45,19.35,9,2014,3167,ca-2014-153969,2014-09-25,standard class,hf-14995,consumer,united states,san francisco,california,94109,west,anna andreadi,off-pa-10002246,office supplies,paper,not,0.0,9.4815,sunday,True,19.35,1976.499,18,119.97,retail_supply_chain_sales
2016-10-29,katrina willman,electrix 20w halogen replacement bulb for zoom-in desk lamp,5,13.4,67.0,10,2016,3168,ca-2016-146682,2016-10-31,first class,kw-16435,consumer,united states,lansing,michigan,48911,central,kelly williams,fur-fu-10002671,furniture,furnishings,not,0.0,32.16,saturday,True,67.0,748.55,8,168.84,retail_supply_chain_sales
2016-05-28,kimberly carter,novimex fabric task chair,8,48.784,390.272,5,2016,3169,ca-2016-138695,2016-05-28,standard class,kc-16675,corporate,united states,tallahassee,florida,32303,south,cassandra brandow,fur-ch-10003833,furniture,chairs,not,0.2,-24.392,saturday,True,390.272,1146.05,7,1890.3799999999999,retail_supply_chain_sales
2016-05-28,kimberly carter,great white multi-use recycled paper (20lb. and 84 bright),13,4.784,62.192,5,2016,3170,ca-2016-138695,2016-05-28,standard class,kc-16675,corporate,united states,tallahassee,florida,32303,south,cassandra brandow,off-pa-10001667,office supplies,paper,not,0.2,19.435,saturday,True,62.192,1146.05,7,169.832,retail_supply_chain_sales
2017-12-21,pete kriz,ibico presentation index for binding systems,6,3.98,23.88,12,2017,3171,ca-2017-107461,2017-12-26,second class,pk-19075,consumer,united states,columbia,south carolina,29203,south,cassandra brandow,off-bi-10002003,office supplies,binders,not,0.0,11.2236,thursday,False,23.88,1633.31,21,72.038,retail_supply_chain_sales
2016-03-21,kean takahito,avery durable slant ring binders,2,1.584,3.168,3,2016,3172,us-2016-133879,2016-03-28,standard class,kt-16465,consumer,united states,chicago,illinois,60623,central,kelly williams,off-bi-10004465,office supplies,binders,not,0.8,-4.752,monday,False,3.168,628.434,11,51.480000000000004,retail_supply_chain_sales
2016-03-21,kean takahito,newell 33,3,4.4639999999999995,13.392,3,2016,3174,us-2016-133879,2016-03-28,standard class,kt-16465,consumer,united states,chicago,illinois,60623,central,kelly williams,off-ar-10004956,office supplies,art,not,0.2,1.5066,monday,False,13.392,628.434,11,47.988,retail_supply_chain_sales
2017-11-11,emily phan,boston 1799 powerhouse electric pencil sharpener,7,25.98,181.86,11,2017,3175,ca-2017-157483,2017-11-18,standard class,ep-13915,consumer,united states,detroit,michigan,48227,central,kelly williams,off-ar-10004260,office supplies,art,not,0.0,50.9208,saturday,True,181.86,2426.3360000000002,27,389.70000000000005,retail_supply_chain_sales
2017-09-23,arthur prichep,"atlantic metals mobile 5-shelf bookcases, custom colors",2,90.294,180.588,9,2017,3176,us-2017-132059,2017-09-29,standard class,ap-10915,consumer,united states,fort collins,colorado,80525,west,anna andreadi,fur-bo-10001811,furniture,bookcases,not,0.7,-240.784,saturday,True,180.588,1794.296,29,626.0384,retail_supply_chain_sales
2017-09-23,arthur prichep,belkin f8e887 usb wired ergonomic keyboard,2,23.992,47.984,9,2017,3177,us-2017-132059,2017-09-29,standard class,ap-10915,consumer,united states,fort collins,colorado,80525,west,anna andreadi,tec-ac-10003280,technology,accessories,not,0.2,0.5998,saturday,True,47.984,1794.296,29,563.812,retail_supply_chain_sales
2017-10-09,shahid hopkins,"rediform s.o.s. 1-up phone message bk, 4-1/4x3-1/16 bk, 1 form/pg, 40 messages/bk, 3/pk",2,9.38,18.76,10,2017,3178,ca-2017-122280,2017-10-09,same day,sh-20395,consumer,united states,new york city,new york,10024,east,chuck magee,off-pa-10004911,office supplies,paper,not,0.0,9.0048,monday,False,18.76,1235.682,14,196.98000000000002,retail_supply_chain_sales
2017-05-12,suzanne mcnair,"eldon expressions wood and plastic desk accessories, cherry wood",3,6.98,20.94,5,2017,3179,ca-2017-105235,2017-11-12,standard class,sm-20950,corporate,united states,new york city,new york,10011,east,chuck magee,fur-fu-10001487,furniture,furnishings,not,0.0,6.0726,friday,False,20.94,1940.36,19,160.54000000000002,retail_supply_chain_sales
2017-05-12,suzanne mcnair,"seth thomas 14"" putty-colored wall clock",2,29.34,58.68,5,2017,3180,ca-2017-105235,2017-11-12,standard class,sm-20950,corporate,united states,new york city,new york,10011,east,chuck magee,fur-fu-10000521,furniture,furnishings,not,0.0,18.1908,friday,False,58.68,1940.36,19,357.948,retail_supply_chain_sales
2017-05-12,suzanne mcnair,eureka the boss cordless rechargeable stick vac,5,50.980000000000004,254.9,5,2017,3181,ca-2017-105235,2017-11-12,standard class,sm-20950,corporate,united states,new york city,new york,10011,east,chuck magee,off-ap-10001271,office supplies,appliances,not,0.0,68.823,friday,False,254.90000000000003,1940.36,19,948.228,retail_supply_chain_sales
2017-09-11,brian moss,wilson jones turn tabs binder tool for ring binders,2,4.82,9.64,9,2017,3182,ca-2017-152912,2017-12-11,second class,bm-11650,corporate,united states,columbia,maryland,21044,east,chuck magee,off-bi-10004728,office supplies,binders,not,0.0,4.4344,monday,False,9.64,1636.815,22,212.08,retail_supply_chain_sales
2014-07-11,tamara chand,satellite sectional post binders,3,8.682,26.046,7,2014,3186,ca-2014-123498,2014-09-11,first class,tc-20980,corporate,united states,houston,texas,77041,central,kelly williams,off-bi-10000632,office supplies,binders,yes,0.8,-44.2782,friday,False,26.046,816.288,10,1219.821,retail_supply_chain_sales
2014-07-11,tamara chand,staple envelope,3,24.784000000000002,74.352,7,2014,3187,ca-2014-123498,2014-09-11,first class,tc-20980,corporate,united states,houston,texas,77041,central,kelly williams,off-en-10004773,office supplies,envelopes,yes,0.2,26.9526,friday,False,74.352,816.288,10,1686.8120000000001,retail_supply_chain_sales
2017-12-03,ken black,powergen dual usb car charger,7,9.99,69.93,12,2017,3188,ca-2017-159352,2017-12-03,standard class,kb-16585,corporate,united states,lowell,massachusetts,1852,east,chuck magee,tec-ph-10004700,technology,phones,not,0.0,32.1678,sunday,True,69.93,1730.91,22,127.87200000000001,retail_supply_chain_sales
2017-10-20,justin ellison,avery 510,1,3.75,3.75,10,2017,3189,us-2017-146416,2017-10-22,second class,je-16165,corporate,united states,woodland,california,95695,west,anna andreadi,off-la-10003714,office supplies,labels,not,0.0,1.8,friday,False,3.75,745.408,6,21.75,retail_supply_chain_sales
2017-10-20,justin ellison,wilson jones four-pocket poly binders,4,5.232,20.928,10,2017,3190,us-2017-146416,2017-10-22,second class,je-16165,corporate,united states,woodland,california,95695,west,anna andreadi,off-bi-10001787,office supplies,binders,not,0.2,7.5864,friday,False,20.928,745.408,6,62.13,retail_supply_chain_sales
2015-12-27,daniel raglin,sterilite show offs storage containers,3,4.224,12.672,12,2015,3191,us-2015-163783,2016-01-01,standard class,dr-12940,home office,united states,chicago,illinois,60610,central,kelly williams,off-st-10002957,office supplies,storage,not,0.2,-3.168,sunday,True,12.672,1862.1979999999999,11,78.144,retail_supply_chain_sales
2017-02-10,rob williams,plantronics 81402,1,65.99,65.99,2,2017,3192,ca-2017-123981,2017-08-10,standard class,rw-19630,corporate,united states,new york city,new york,10035,east,chuck magee,tec-ph-10002115,technology,phones,not,0.0,17.1574,friday,False,65.99,553.914,13,844.672,retail_supply_chain_sales
2017-04-06,michelle lonsdale,presstex flexible ring binders,7,0.91,6.37,4,2017,3193,ca-2017-158953,2017-08-06,standard class,ml-18040,corporate,united states,missouri city,texas,77489,central,kelly williams,off-bi-10002557,office supplies,binders,not,0.8,-9.555,thursday,False,6.37,147.082,3,92.82,retail_supply_chain_sales
2014-01-09,jack lebron,prestige round ring binders,3,1.216,3.648,1,2014,3194,ca-2014-165428,2014-04-09,first class,jl-15130,consumer,united states,houston,texas,77036,central,kelly williams,off-bi-10002949,office supplies,binders,not,0.8,-6.0192,thursday,False,3.6479999999999997,280.0,11,85.728,retail_supply_chain_sales
2014-01-09,jack lebron,xerox 216,6,5.184,31.104,1,2014,3195,ca-2014-165428,2014-04-09,first class,jl-15130,consumer,united states,houston,texas,77036,central,kelly williams,off-pa-10004100,office supplies,paper,not,0.2,10.8864,thursday,False,31.104,280.0,11,238.464,retail_supply_chain_sales
2016-08-08,corinna mitchell,"alliance super-size bands, assorted sizes",3,7.78,23.34,8,2016,3196,ca-2016-169026,2016-08-13,standard class,cm-12655,home office,united states,jackson,mississippi,39212,south,cassandra brandow,off-fa-10001883,office supplies,fasteners,not,0.0,0.2334,monday,False,23.34,619.8996,6,197.61200000000002,retail_supply_chain_sales
2017-07-22,fred hopkins,"square credit card reader, 4 1/2"" x 4 1/2"" x 1"", white",3,9.99,29.97,7,2017,3197,ca-2017-109750,2017-07-28,standard class,fh-14365,corporate,united states,new york city,new york,10009,east,chuck magee,tec-ph-10000702,technology,phones,not,0.0,14.0859,saturday,True,29.97,1140.806,10,197.802,retail_supply_chain_sales
2015-10-07,eric hoffmann,accohide poly flexible ring binders,3,1.122,3.366,10,2015,3198,ca-2015-149384,2015-10-07,same day,eh-13945,consumer,united states,tempe,arizona,85281,west,anna andreadi,off-bi-10003196,office supplies,binders,not,0.7,-2.244,wednesday,False,3.3660000000000005,684.1709999999999,17,43.758,retail_supply_chain_sales
2014-01-12,toby braunhardt,"bluelounge milo smartphone stand, white/metallic",4,23.992,95.968,1,2014,3199,ca-2014-131527,2014-07-12,standard class,tb-21280,consumer,united states,jacksonville,north carolina,28540,south,cassandra brandow,tec-ph-10001644,technology,phones,not,0.2,9.5968,sunday,True,95.968,293.03,9,335.888,retail_supply_chain_sales
2017-12-18,aaron hawkins,avery fluorescent highlighter four-color set,7,2.672,18.704,12,2017,3200,ca-2017-164000,2017-12-22,standard class,ah-10030,corporate,united states,philadelphia,pennsylvania,19134,east,chuck magee,off-ar-10003183,office supplies,art,not,0.2,2.338,monday,False,18.704,1076.54,10,65.464,retail_supply_chain_sales
2014-05-18,ted trevino,deflect-o glass clear studded chair mats,3,49.744,149.232,5,2014,3201,ca-2014-164224,2014-05-20,second class,tt-21070,consumer,united states,akron,ohio,44312,east,chuck magee,fur-fu-10000308,furniture,furnishings,not,0.2,3.7308,sunday,True,149.232,1321.884,11,1579.3719999999998,retail_supply_chain_sales
2014-05-18,ted trevino,xerox 1949,4,3.984,15.936,5,2014,3202,ca-2014-164224,2014-05-20,second class,tt-21070,consumer,united states,akron,ohio,44312,east,chuck magee,off-pa-10001526,office supplies,paper,not,0.2,5.7768,sunday,True,15.936,1321.884,11,114.54,retail_supply_chain_sales
2014-10-11,ruben dartt,memorex froggy flash drive 4 gb,1,10.99,10.99,10,2014,3204,ca-2014-158372,2014-11-16,standard class,rd-19900,consumer,united states,san diego,california,92037,west,anna andreadi,tec-ac-10004209,technology,accessories,not,0.0,4.2861,saturday,True,10.99,980.224,18,136.276,retail_supply_chain_sales
2014-10-11,ruben dartt,luxo economy swing arm lamp,2,19.94,39.88,10,2014,3205,ca-2014-158372,2014-11-16,standard class,rd-19900,consumer,united states,san diego,california,92037,west,anna andreadi,fur-fu-10000397,furniture,furnishings,not,0.0,11.1664,saturday,True,39.88,980.224,18,338.98,retail_supply_chain_sales
2014-10-11,ruben dartt,"southworth 100% résumé paper, 24lb.",8,7.78,62.24,10,2014,3206,ca-2014-158372,2014-11-16,standard class,rd-19900,consumer,united states,san diego,california,92037,west,anna andreadi,off-pa-10002137,office supplies,paper,not,0.0,28.008,saturday,True,62.24,980.224,18,262.964,retail_supply_chain_sales
2014-10-11,ruben dartt,"eldon expressions punched metal & wood desk accessories, pewter & cherry",5,10.64,53.2,10,2014,3207,ca-2014-158372,2014-11-16,standard class,rd-19900,consumer,united states,san diego,california,92037,west,anna andreadi,fur-fu-10001867,furniture,furnishings,not,0.0,14.896,saturday,True,53.2,980.224,18,121.296,retail_supply_chain_sales
2014-10-11,ruben dartt,avery white multi-purpose labels,8,4.98,39.84,10,2014,3208,ca-2014-158372,2014-11-16,standard class,rd-19900,consumer,united states,san diego,california,92037,west,anna andreadi,off-la-10000407,office supplies,labels,not,0.0,18.3264,saturday,True,39.84,980.224,18,95.616,retail_supply_chain_sales
2016-09-01,laura armstrong,logitech g500s laser gaming mouse with adjustable weight tuning,5,69.99,349.95,9,2016,3209,ca-2016-108882,2016-09-01,standard class,la-16780,corporate,united states,fresno,california,93727,west,anna andreadi,tec-ac-10000420,technology,accessories,not,0.0,118.983,thursday,False,349.95,3751.7980000000002,23,839.88,retail_supply_chain_sales
2016-09-01,laura armstrong,nettalk duo voip telephone service,9,41.992,377.928,9,2016,3210,ca-2016-108882,2016-09-01,standard class,la-16780,corporate,united states,fresno,california,93727,west,anna andreadi,tec-ph-10002726,technology,phones,not,0.2,141.723,thursday,False,377.928,3751.7980000000002,23,1112.788,retail_supply_chain_sales
2017-09-22,sally hughsby,staple envelope,3,4.4639999999999995,13.392,9,2017,3211,us-2017-108245,2017-09-27,standard class,sh-19975,corporate,united states,pearland,texas,77581,central,kelly williams,off-en-10001415,office supplies,envelopes,not,0.2,5.022,friday,False,13.392,2865.5995000000003,28,1686.8120000000001,retail_supply_chain_sales
2017-09-22,sally hughsby,insertable tab post binder dividers,7,1.6039999999999999,11.228,9,2017,3212,us-2017-108245,2017-09-27,standard class,sh-19975,corporate,united states,pearland,texas,77581,central,kelly williams,off-bi-10000773,office supplies,binders,not,0.8,-18.5262,friday,False,11.228,2865.5995000000003,28,66.566,retail_supply_chain_sales
2014-12-23,sarah foster,belkin f9h710-06 7 outlet surgemaster surge protector,11,18.84,207.24,12,2014,3213,ca-2014-142314,2014-12-28,standard class,sf-20200,consumer,united states,richmond,indiana,47374,central,kelly williams,off-ap-10002350,office supplies,appliances,not,0.0,58.0272,tuesday,False,207.24,757.1659999999999,14,516.216,retail_supply_chain_sales
2016-05-26,tiffany house,"oic #2 pencils, medium soft",1,1.504,1.504,5,2016,3214,ca-2016-132409,2016-05-26,standard class,th-21235,corporate,united states,philadelphia,pennsylvania,19134,east,chuck magee,off-ar-10001919,office supplies,art,not,0.2,0.1692,thursday,False,1.504,1022.201,13,30.832,retail_supply_chain_sales
2016-05-26,tiffany house,holmes hepa air purifier,2,17.424,34.848,5,2016,3215,ca-2016-132409,2016-05-26,standard class,th-21235,corporate,united states,philadelphia,pennsylvania,19134,east,chuck magee,off-ap-10002082,office supplies,appliances,not,0.2,6.534,thursday,False,34.848,1022.201,13,239.58,retail_supply_chain_sales
2017-08-07,vivek gonzalez,avery 485,6,12.530000000000001,75.18,8,2017,3216,ca-2017-150189,2017-10-07,first class,vg-21790,consumer,united states,san mateo,california,94403,west,anna andreadi,off-la-10002762,office supplies,labels,not,0.0,35.3346,monday,False,75.18,846.01,8,639.03,retail_supply_chain_sales
2014-05-13,naresj patel,plantronics audio 478 stereo usb headset,3,49.99,149.97,5,2014,3217,ca-2014-114433,2014-05-17,standard class,np-18325,consumer,united states,oakland,california,94601,west,anna andreadi,tec-ac-10002800,technology,accessories,not,0.0,52.4895,tuesday,False,149.97,2614.382,18,1619.676,retail_supply_chain_sales
2017-10-11,frank hawley,aastra 6757i ct wireless voip phone,2,215.44,430.88,10,2017,3219,ca-2017-104640,2017-11-16,standard class,fh-14275,corporate,united states,new york city,new york,10024,east,chuck magee,tec-ph-10002200,technology,phones,not,0.0,124.9552,wednesday,False,430.88,2136.6440000000002,18,1378.816,retail_supply_chain_sales
2015-02-10,jennifer patt,computer printout paper with letter-trim perforations,5,18.97,94.85,2,2015,3220,us-2015-137008,2015-08-10,standard class,jp-15460,corporate,united states,lakewood,new jersey,8701,east,chuck magee,off-pa-10001295,office supplies,paper,yes,0.0,45.528,tuesday,False,94.85,628.335,14,405.95799999999997,retail_supply_chain_sales
2015-02-10,jennifer patt,globe weis peel & seel first class envelopes,4,12.78,51.12,2,2015,3221,us-2015-137008,2015-08-10,standard class,jp-15460,corporate,united states,lakewood,new jersey,8701,east,chuck magee,off-en-10002500,office supplies,envelopes,yes,0.0,23.004,tuesday,False,51.12,628.335,14,375.73199999999997,retail_supply_chain_sales
2015-02-10,jennifer patt,netgear n750 dual band wi-fi gigabit router,1,90.0,90.0,2,2015,3222,us-2015-137008,2015-08-10,standard class,jp-15460,corporate,united states,lakewood,new jersey,8701,east,chuck magee,tec-ac-10000892,technology,accessories,yes,0.0,32.4,tuesday,False,90.0,628.335,14,1890.0,retail_supply_chain_sales
2014-02-10,erin smith,"adams telephone message book w/dividers/space for phone numbers, 5 1/4""x8 1/2"", 300/messages",2,4.704,9.408,2,2014,3223,ca-2014-108189,2014-05-10,first class,es-14080,corporate,united states,tempe,arizona,85281,west,anna andreadi,off-pa-10001838,office supplies,paper,not,0.2,3.4104,monday,False,9.408,2478.924,18,132.888,retail_supply_chain_sales
2014-02-10,erin smith,staples,2,2.336,4.672,2,2014,3224,ca-2014-108189,2014-05-10,first class,es-14080,corporate,united states,tempe,arizona,85281,west,anna andreadi,off-fa-10000735,office supplies,fasteners,not,0.2,1.46,monday,False,4.672,2478.924,18,755.47,retail_supply_chain_sales
2014-02-10,erin smith,bose soundlink bluetooth speaker,2,159.2,318.4,2,2014,3225,ca-2014-108189,2014-05-10,first class,es-14080,corporate,united states,tempe,arizona,85281,west,anna andreadi,tec-ph-10001760,technology,phones,not,0.2,107.46,monday,False,318.4,2478.924,18,1154.2,retail_supply_chain_sales
2014-02-10,erin smith,letter or legal size expandable poly string tie envelopes,6,2.128,12.768,2,2014,3226,ca-2014-108189,2014-05-10,first class,es-14080,corporate,united states,tempe,arizona,85281,west,anna andreadi,off-en-10004846,office supplies,envelopes,not,0.2,4.6284,monday,False,12.768,2478.924,18,36.708,retail_supply_chain_sales
2014-02-10,erin smith,stiletto hand letter openers,2,7.68,15.36,2,2014,3227,ca-2014-108189,2014-05-10,first class,es-14080,corporate,united states,tempe,arizona,85281,west,anna andreadi,off-su-10003567,office supplies,supplies,not,0.2,-3.264,monday,False,15.36,2478.924,18,136.32,retail_supply_chain_sales
2014-02-10,erin smith,pyle pmp37led,3,76.792,230.376,2,2014,3228,ca-2014-108189,2014-05-10,first class,es-14080,corporate,united states,tempe,arizona,85281,west,anna andreadi,tec-ph-10001557,technology,phones,not,0.2,20.1579,monday,False,230.376,2478.924,18,1977.394,retail_supply_chain_sales
2014-02-10,erin smith,kingston digital datatraveler 16gb usb 2.0,1,7.16,7.16,2,2014,3229,ca-2014-108189,2014-05-10,first class,es-14080,corporate,united states,tempe,arizona,85281,west,anna andreadi,tec-ac-10003038,technology,accessories,not,0.2,-0.0895,monday,False,7.16,2478.924,18,477.93,retail_supply_chain_sales
2014-11-08,ken lonsdale,tennsco single-tier lockers,1,375.34,375.34,11,2014,3230,ca-2014-154641,2014-11-08,standard class,kl-16645,consumer,united states,new york city,new york,10035,east,chuck magee,off-st-10004459,office supplies,storage,not,0.0,18.767,saturday,True,375.34,3371.691,26,750.68,retail_supply_chain_sales
2017-01-09,bradley nguyen,"seth thomas 12"" clock w/ goldtone case",5,22.98,114.9,1,2017,3231,ca-2017-131625,2017-05-09,second class,bn-11515,consumer,united states,new york city,new york,10009,east,chuck magee,fur-fu-10004960,furniture,furnishings,not,0.0,39.066,monday,False,114.9,1459.344,17,390.66,retail_supply_chain_sales
2017-04-16,natalie decherney,satellite sectional post binders,3,8.682,26.046,4,2017,3232,us-2017-156356,2017-04-22,standard class,nd-18370,consumer,united states,houston,texas,77095,central,kelly williams,off-bi-10000632,office supplies,binders,not,0.8,-44.2782,sunday,True,26.046,1191.655,15,1219.821,retail_supply_chain_sales
2017-04-16,natalie decherney,"gbc white gloss covers, plain front",1,2.896,2.896,4,2017,3233,us-2017-156356,2017-04-22,standard class,nd-18370,consumer,united states,houston,texas,77095,central,kelly williams,off-bi-10001107,office supplies,binders,not,0.8,-4.7784,sunday,True,2.896,1191.655,15,269.328,retail_supply_chain_sales
2017-04-16,natalie decherney,tennsco commercial shelving,2,16.272,32.544,4,2017,3234,us-2017-156356,2017-04-22,standard class,nd-18370,consumer,united states,houston,texas,77095,central,kelly williams,off-st-10002301,office supplies,storage,not,0.2,-7.7292,sunday,True,32.544,1191.655,15,374.256,retail_supply_chain_sales
2016-04-24,jack lebron,cardinal holdit business card pockets,1,3.984,3.984,4,2016,3235,ca-2016-138933,2016-04-27,first class,jl-15130,consumer,united states,riverside,california,92503,west,anna andreadi,off-bi-10003355,office supplies,binders,not,0.2,1.3944,sunday,True,3.984,280.0,11,87.648,retail_supply_chain_sales
2016-01-15,roy collins,"bevis round bullnose 29"" high table top",1,181.797,181.797,1,2016,3236,ca-2016-140746,2016-01-15,same day,rc-19825,consumer,united states,fairfield,connecticut,6824,east,chuck magee,fur-ta-10002903,furniture,tables,not,0.3,-15.5826,friday,False,181.797,966.409,10,181.797,retail_supply_chain_sales
2016-02-05,cindy chapman,super decoflex portable personal file,3,14.979999999999999,44.94,2,2016,3237,ca-2016-146836,2016-02-05,same day,cc-12475,consumer,united states,new york city,new york,10024,east,chuck magee,off-st-10001580,office supplies,storage,not,0.0,12.5832,friday,False,44.94,460.848,11,179.76,retail_supply_chain_sales
2016-02-05,cindy chapman,poly designer cover & back,3,15.192,45.576,2,2016,3238,ca-2016-146836,2016-02-05,same day,cc-12475,consumer,united states,new york city,new york,10024,east,chuck magee,off-bi-10000315,office supplies,binders,not,0.2,15.9516,friday,False,45.576,460.848,11,451.962,retail_supply_chain_sales
2016-11-20,david wiener,"global wood trimmed manager's task chair, khaki",5,63.686,318.43,11,2016,3239,us-2016-127971,2016-11-27,standard class,dw-13195,corporate,united states,houston,texas,77095,central,kelly williams,fur-ch-10003774,furniture,chairs,not,0.3,-77.333,sunday,True,318.43,1080.751,9,3621.004,retail_supply_chain_sales
2016-11-20,david wiener,samsung hm1900 bluetooth headset,7,17.56,122.92,11,2016,3240,us-2016-127971,2016-11-27,standard class,dw-13195,corporate,united states,houston,texas,77095,central,kelly williams,tec-ph-10003095,technology,phones,not,0.2,46.095,sunday,True,122.91999999999999,1080.751,9,491.68,retail_supply_chain_sales
2016-11-20,david wiener,eldon wave desk accessories,3,2.356,7.068,11,2016,3241,us-2016-127971,2016-11-27,standard class,dw-13195,corporate,united states,houston,texas,77095,central,kelly williams,fur-fu-10000023,furniture,furnishings,not,0.6,-2.8272,sunday,True,7.068,1080.751,9,266.73,retail_supply_chain_sales
2016-01-02,cyma kinney,x-rack file for hanging folders,5,11.290000000000001,56.45,1,2016,3242,us-2016-140809,2016-03-02,first class,ck-12760,corporate,united states,arlington,virginia,22204,south,cassandra brandow,off-st-10002214,office supplies,storage,not,0.0,14.677,saturday,True,56.45,929.659,13,318.378,retail_supply_chain_sales
2017-03-31,emily grady,"slimview poly binder, 3/8""",13,1.036,13.468,3,2017,3243,ca-2017-114524,2017-05-04,second class,eg-13900,consumer,united states,chicago,illinois,60623,central,kelly williams,off-bi-10002799,office supplies,binders,not,0.8,-22.8956,friday,False,13.468,1289.374,8,117.58599999999998,retail_supply_chain_sales
2017-01-12,sarah jordon,cisco spa112 2 port phone adapter,5,43.96,219.8,1,2017,3244,ca-2017-113355,2017-05-12,standard class,sj-20215,consumer,united states,grand prairie,texas,75051,central,kelly williams,tec-ph-10004912,technology,phones,not,0.2,24.7275,thursday,False,219.8,1341.036,10,516.53,retail_supply_chain_sales
2017-01-12,sarah jordon,dmi arturo collection mission-style design wood chair,3,105.68599999999999,317.058,1,2017,3245,ca-2017-113355,2017-05-12,standard class,sj-20215,consumer,united states,grand prairie,texas,75051,central,kelly williams,fur-ch-10002602,furniture,chairs,not,0.3,-18.1176,thursday,False,317.058,1341.036,10,2204.308,retail_supply_chain_sales
2017-10-12,ben peterman,logitech desktop mk120 mouse and keyboard combo,3,16.36,49.08,10,2017,3246,us-2017-140907,2017-12-12,second class,bp-11185,corporate,united states,seattle,washington,98103,west,anna andreadi,tec-ac-10004510,technology,accessories,not,0.0,4.908,thursday,False,49.08,1456.013,16,778.736,retail_supply_chain_sales
2017-10-12,ben peterman,fellowes bankers box staxonsteel drawer file/stacking system,5,64.97999999999999,324.9,10,2017,3247,us-2017-140907,2017-12-12,second class,bp-11185,corporate,united states,seattle,washington,98103,west,anna andreadi,off-st-10000060,office supplies,storage,not,0.0,38.988,thursday,False,324.9,1456.013,16,2027.376,retail_supply_chain_sales
2017-10-12,ben peterman,col-erase pencils with erasers,3,6.079999999999999,18.24,10,2017,3248,us-2017-140907,2017-12-12,second class,bp-11185,corporate,united states,seattle,washington,98103,west,anna andreadi,off-ar-10000799,office supplies,art,not,0.0,5.2896,thursday,False,18.24,1456.013,16,37.696,retail_supply_chain_sales
2016-09-17,sanjit jacobs,harbour creations 67200 series stacking chairs,2,56.944,113.888,9,2016,3249,ca-2016-159730,2016-09-21,standard class,sj-20125,home office,united states,seattle,washington,98103,west,anna andreadi,fur-ch-10004875,furniture,chairs,not,0.2,9.9652,saturday,True,113.888,1768.152,21,1501.8980000000001,retail_supply_chain_sales
2016-09-17,sanjit jacobs,clarity 53712,2,52.792,105.584,9,2016,3250,ca-2016-159730,2016-09-21,standard class,sj-20125,home office,united states,seattle,washington,98103,west,anna andreadi,tec-ph-10002085,technology,phones,not,0.2,7.9188,saturday,True,105.584,1768.152,21,752.2860000000001,retail_supply_chain_sales
2016-12-23,matt collister,"acco clips to go binder clips, 24 clips in two sizes",7,3.5500000000000003,24.85,12,2016,3251,ca-2016-157868,2016-12-29,standard class,mc-17590,corporate,united states,grand rapids,michigan,49505,central,kelly williams,off-fa-10000992,office supplies,fasteners,not,0.0,11.6795,friday,False,24.85,610.332,15,66.03,retail_supply_chain_sales
2017-04-17,bruce geld,"eldon executive woodline ii desk accessories, mahogany",3,20.104,60.312,4,2017,3252,ca-2017-119389,2017-04-19,first class,bg-11740,consumer,united states,philadelphia,pennsylvania,19120,east,chuck magee,fur-fu-10001473,furniture,furnishings,not,0.2,5.2773,monday,False,60.312,1006.356,7,361.87199999999996,retail_supply_chain_sales
