customer_id,customer_name,segment,region,city,last_purchase_date,days_since_last_purchase
40,ali li,corporate,europe,unknown,2023-10-26,797
868,layla anderson,home office,asia pacific,unknown,2023-10-26,797
429,fatima kim,corporate,europe,unknown,2023-10-27,796
1535,sarah suzuki,home office,north america,unknown,2023-10-28,795
672,jamal robinson,home office,asia pacific,unknown,2023-10-29,794
845,kenji martin,home office,middle east & africa,unknown,2023-11-01,791
1578,susan chen,corporate,asia pacific,unknown,2023-11-01,791
1753,zara miller,consumer,europe,unknown,2023-11-01,791
14,ahmed pereira,consumer,asia pacific,unknown,2023-11-02,790
321,diego jones,corporate,asia pacific,unknown,2023-11-02,790
420,fatima brown,consumer,europe,unknown,2023-11-02,790
451,fatima yamamoto,consumer,middle east & africa,unknown,2023-11-02,790
944,linda laurent,consumer,europe,unknown,2023-11-05,787
24,ahmed taylor,consumer,south america,unknown,2023-11-06,786
329,diego robinson,corporate,asia pacific,unknown,2023-11-06,786
416,ethan wang,corporate,europe,unknown,2023-11-07,785
1665,wei smith,home office,asia pacific,unknown,2023-11-07,785
721,jennifer kim,consumer,north america,unknown,2023-11-09,783
755,jessica park,consumer,asia pacific,unknown,2023-11-09,783
372,emma jackson,consumer,north america,unknown,2023-11-10,782
1303,oscar thomas,consumer,asia pacific,unknown,2023-11-12,780
1756,zara nilsson,consumer,north america,unknown,2023-11-12,780
246,christopher leroy,corporate,europe,unknown,2023-11-13,779
1372,priya leroy,corporate,asia pacific,unknown,2023-11-13,779
730,jennifer romano,corporate,europe,unknown,2023-11-14,778
462,felix laurent,corporate,north america,unknown,2023-11-15,777
1398,raj anderson,consumer,south america,unknown,2023-11-15,777
435,fatima patel,consumer,north america,unknown,2023-11-18,774
504,giulia rossi,corporate,asia pacific,unknown,2023-11-18,774
850,kenji moreau,corporate,north america,unknown,2023-11-19,773
813,karen khan,consumer,asia pacific,unknown,2023-11-20,772
1212,olga thompson,consumer,south america,unknown,2023-11-20,772
47,ali romano,corporate,asia pacific,unknown,2023-11-21,771
1639,wei fischer,consumer,south america,unknown,2023-11-21,771
317,diego hassan,consumer,europe,unknown,2023-11-23,769
407,ethan khan,corporate,north america,unknown,2023-11-25,767
745,jessica hassan,corporate,europe,unknown,2023-11-25,767
1282,oscar costa,consumer,europe,unknown,2023-11-25,767
1714,xiao rodriguez,home office,europe,unknown,2023-11-25,767
606,isabella harris,consumer,south america,unknown,2023-11-26,766
943,linda kumar,consumer,north america,unknown,2023-11-26,766
800,joseph suzuki,consumer,north america,unknown,2023-11-27,765
1344,pierre leroy,corporate,south america,unknown,2023-11-28,764
1705,xiao harris,consumer,asia pacific,unknown,2023-11-28,764
1757,zara nilsson,corporate,asia pacific,unknown,2023-11-29,763
1588,susan leroy,consumer,south america,unknown,2023-11-30,762
244,christopher khan,consumer,asia pacific,unknown,2023-12-01,761
423,fatima ferrari,corporate,asia pacific,unknown,2023-12-02,760
216,chen nilsson,home office,europe,unknown,2023-12-03,759
391,emma sharma,consumer,north america,unknown,2023-12-03,759
463,felix laurent,home office,asia pacific,unknown,2023-12-03,759
1751,zara leroy,corporate,asia pacific,unknown,2023-12-03,759
561,hans martin,consumer,asia pacific,unknown,2023-12-04,758
732,jennifer santos,consumer,north america,unknown,2023-12-05,757
770,john ferrari,consumer,north america,unknown,2023-12-05,757
1153,nadia rossi,consumer,asia pacific,unknown,2023-12-05,757
63,amina jones,consumer,north america,unknown,2023-12-06,756
1449,richard yamamoto,consumer,middle east & africa,unknown,2023-12-06,756
1609,thomas ferrari,consumer,north america,unknown,2023-12-06,756
105,ava garcia,consumer,north america,unknown,2023-12-07,755
128,ayumi kumar,corporate,north america,unknown,2023-12-07,755
1231,olivia laurent,consumer,north america,unknown,2023-12-07,755
1404,raj khan,home office,north america,unknown,2023-12-07,755
1638,wei fischer,consumer,north america,unknown,2023-12-07,755
1642,wei hassan,corporate,asia pacific,unknown,2023-12-07,755
1689,william miller,corporate,asia pacific,unknown,2023-12-07,755
362,elizabeth weber,consumer,europe,unknown,2023-12-08,754
914,liam costa,consumer,south america,unknown,2023-12-08,754
341,elizabeth dubois,consumer,asia pacific,unknown,2023-12-09,753
928,liam rossi,corporate,asia pacific,unknown,2023-12-09,753
1456,robert dubois,corporate,north america,unknown,2023-12-09,753
311,david white,home office,north america,unknown,2023-12-10,752
1294,oscar martinez,corporate,north america,unknown,2023-12-10,752
109,ava li,corporate,south america,unknown,2023-12-11,751
179,carlos ali,consumer,north america,unknown,2023-12-11,751
511,giulia williams,corporate,europe,unknown,2023-12-11,751
568,hans robinson,consumer,north america,unknown,2023-12-11,751
609,isabella johansson,consumer,middle east & africa,unknown,2023-12-11,751
1164,noah chen,consumer,europe,unknown,2023-12-11,751
1562,sophie miller,home office,north america,unknown,2023-12-11,751
1662,wei santos,consumer,asia pacific,unknown,2023-12-11,751
826,karen smith,consumer,europe,unknown,2023-12-13,749
945,linda martin,consumer,north america,unknown,2023-12-13,749
313,diego anderson,consumer,middle east & africa,unknown,2023-12-14,748
1676,william chen,consumer,europe,unknown,2023-12-14,748
494,giulia johnson,corporate,asia pacific,unknown,2023-12-17,745
74,amina taylor,home office,europe,unknown,2023-12-18,744
857,kenji schmidt,consumer,north america,unknown,2023-12-18,744
1016,maria miller,corporate,north america,unknown,2023-12-18,744
1051,mary laurent,consumer,north america,unknown,2023-12-18,744
1762,zara smith,corporate,north america,unknown,2023-12-18,744
336,diego thomas,consumer,middle east & africa,unknown,2023-12-20,742
345,elizabeth harris,home office,asia pacific,unknown,2023-12-20,742
611,isabella johnson,consumer,middle east & africa,unknown,2023-12-20,742
457,felix davis,home office,north america,unknown,2023-12-21,741
1531,sarah rossi,consumer,north america,unknown,2023-12-21,741
569,hans rossi,home office,asia pacific,unknown,2023-12-22,740
117,ava yamamoto,corporate,asia pacific,unknown,2023-12-23,739
301,david leroy,corporate,middle east & africa,unknown,2023-12-23,739
1362,priya costa,corporate,asia pacific,unknown,2023-12-23,739
1237,olivia patel,home office,europe,unknown,2023-12-24,738
1375,priya martin,home office,north america,unknown,2023-12-24,738
171,barbara sharma,corporate,europe,unknown,2023-12-25,737
927,liam romano,home office,europe,unknown,2023-12-25,737
52,ali weber,corporate,asia pacific,unknown,2023-12-26,736
145,ayumi tanaka,corporate,south america,unknown,2023-12-26,736
603,isabella anderson,corporate,asia pacific,unknown,2023-12-26,736
776,john miller,home office,north america,unknown,2023-12-26,736
1162,noah ali,consumer,asia pacific,unknown,2023-12-26,736
1415,raj singh,consumer,asia pacific,unknown,2023-12-26,736
11,ahmed jackson,consumer,south america,unknown,2023-12-27,735
517,hanna dubois,corporate,asia pacific,unknown,2023-12-27,735
1374,priya li,consumer,south america,unknown,2023-12-27,735
1367,priya johansson,consumer,asia pacific,unknown,2023-12-28,734
1517,sarah johnson,consumer,europe,unknown,2023-12-31,731
697,james li,home office,north america,unknown,2024-01-01,730
1202,olga pereira,consumer,europe,unknown,2024-01-01,730
41,ali miller,home office,north america,unknown,2024-01-03,728
209,chen johansson,corporate,south america,unknown,2024-01-04,727
327,diego nilsson,consumer,europe,unknown,2024-01-04,727
669,jamal patel,consumer,europe,unknown,2024-01-04,727
747,jessica kim,corporate,south america,unknown,2024-01-06,725
1185,olga ahmed,consumer,europe,unknown,2024-01-07,724
178,carlos ahmed,consumer,north america,unknown,2024-01-08,723
547,hans costa,consumer,north america,unknown,2024-01-08,723
143,ayumi suzuki,corporate,south america,unknown,2024-01-09,722
537,hanna taylor,home office,north america,unknown,2024-01-09,722
946,linda müller,corporate,north america,unknown,2024-01-10,721
1389,priya smith,consumer,europe,unknown,2024-01-10,721
1673,william ahmed,home office,north america,unknown,2024-01-10,721
1144,nadia martin,home office,asia pacific,unknown,2024-01-11,720
720,jennifer khan,corporate,europe,unknown,2024-01-13,718
833,karen wang,home office,south america,unknown,2024-01-13,718
1011,maria khan,home office,middle east & africa,unknown,2024-01-13,718
1233,olivia miller,consumer,north america,unknown,2024-01-13,718
634,ivan dubois,consumer,europe,unknown,2024-01-14,717
1615,thomas miller,consumer,asia pacific,unknown,2024-01-14,717
131,ayumi martinez,consumer,middle east & africa,unknown,2024-01-16,715
155,barbara davis,home office,north america,unknown,2024-01-16,715
481,felix taylor,home office,north america,unknown,2024-01-17,714
1071,mia clark,consumer,asia pacific,unknown,2024-01-17,714
1685,william kim,consumer,asia pacific,unknown,2024-01-18,713
650,ivan smith,corporate,north america,unknown,2024-01-19,712
1600,susan zhang,consumer,north america,unknown,2024-01-19,712
1724,yuki chen,consumer,asia pacific,unknown,2024-01-19,712
663,jamal jones,home office,north america,unknown,2024-01-20,711
696,james kumar,corporate,north america,unknown,2024-01-20,711
1440,richard rodriguez,corporate,europe,unknown,2024-01-21,710
1620,thomas rodriguez,consumer,north america,unknown,2024-01-21,710
1755,zara müller,corporate,asia pacific,unknown,2024-01-21,710
863,kenji white,corporate,north america,unknown,2024-01-22,709
1173,noah leroy,corporate,europe,unknown,2024-01-22,709
932,liam tanaka,corporate,north america,unknown,2024-01-24,707
282,clara rodriguez,corporate,north america,unknown,2024-01-27,704
1298,oscar pereira,corporate,asia pacific,unknown,2024-01-27,704
1287,oscar khan,consumer,north america,unknown,2024-01-28,703
232,chen thompson,consumer,north america,unknown,2024-01-30,701
286,clara sato,home office,asia pacific,unknown,2024-01-31,700
1060,mary russo,home office,south america,unknown,2024-01-31,700
1625,thomas suzuki,corporate,north america,unknown,2024-01-31,700
148,ayumi white,corporate,europe,unknown,2024-02-02,698
428,fatima jones,corporate,north america,unknown,2024-02-02,698
837,kenji dubois,home office,europe,unknown,2024-02-03,697
1201,olga pereira,home office,asia pacific,unknown,2024-02-03,697
21,ahmed singh,corporate,north america,unknown,2024-02-04,696
1000,marco sharma,corporate,europe,unknown,2024-02-04,696
1727,yuki ferrari,corporate,north america,unknown,2024-02-04,696
276,clara miller,consumer,europe,unknown,2024-02-07,693
1371,priya laurent,consumer,europe,unknown,2024-02-07,693
1731,yuki martin,consumer,europe,unknown,2024-02-08,692
784,john zhang,home office,europe,unknown,2024-02-10,690
1143,nadia martin,consumer,asia pacific,unknown,2024-02-10,690
723,jennifer martinez,corporate,middle east & africa,unknown,2024-02-11,689
992,marco hassan,consumer,north america,unknown,2024-02-12,688
1033,maria zhang,corporate,south america,unknown,2024-02-13,687
1319,patricia khan,consumer,europe,unknown,2024-02-13,687
976,lucas rodriguez,consumer,north america,unknown,2024-02-14,686
1601,susan zhang,consumer,middle east & africa,unknown,2024-02-14,686
208,chen garcia,consumer,asia pacific,unknown,2024-02-15,685
1251,omar costa,corporate,middle east & africa,unknown,2024-02-16,684
1275,omar williams,consumer,asia pacific,unknown,2024-02-17,683
357,elizabeth singh,corporate,asia pacific,unknown,2024-02-18,682
1222,olivia anderson,corporate,europe,unknown,2024-02-18,682
226,chen santos,corporate,north america,unknown,2024-02-21,679
525,hanna leroy,corporate,europe,unknown,2024-02-21,679
1008,maria ferrari,corporate,north america,unknown,2024-02-21,679
1308,oscar wang,home office,europe,unknown,2024-02-21,679
733,jennifer tanaka,consumer,north america,unknown,2024-02-23,677
806,karen anderson,consumer,europe,unknown,2024-02-25,675
486,giulia anderson,consumer,north america,unknown,2024-02-27,673
1313,patricia clark,consumer,middle east & africa,unknown,2024-02-27,673
1589,susan li,corporate,europe,unknown,2024-02-27,673
778,john robinson,corporate,europe,unknown,2024-03-02,669
836,kenji davis,home office,europe,unknown,2024-03-03,668
1379,priya nilsson,corporate,asia pacific,unknown,2024-03-04,667
219,chen patel,home office,north america,unknown,2024-03-05,666
1107,michael garcia,consumer,north america,unknown,2024-03-05,666
1165,noah clark,corporate,middle east & africa,unknown,2024-03-05,666
1506,sarah chen,consumer,north america,unknown,2024-03-05,666
1500,sakura smith,corporate,south america,unknown,2024-03-06,665
187,carlos martinez,consumer,south america,unknown,2024-03-07,664
447,fatima williams,home office,asia pacific,unknown,2024-03-07,664
1139,nadia harris,corporate,asia pacific,unknown,2024-03-07,664
270,clara johnson,consumer,asia pacific,unknown,2024-03-08,663
356,elizabeth sharma,consumer,europe,unknown,2024-03-08,663
1241,olivia sato,consumer,north america,unknown,2024-03-08,663
1679,william clark,consumer,asia pacific,unknown,2024-03-09,662
382,emma moreau,consumer,europe,unknown,2024-03-10,661
1006,maria costa,consumer,europe,unknown,2024-03-10,661
1698,william smith,consumer,middle east & africa,unknown,2024-03-10,661
708,james wang,home office,asia pacific,unknown,2024-03-13,658
882,layla park,corporate,north america,unknown,2024-03-13,658
1141,nadia johansson,home office,middle east & africa,unknown,2024-03-13,658
528,hanna müller,consumer,middle east & africa,unknown,2024-03-16,655
170,barbara sato,consumer,north america,unknown,2024-03-17,654
515,hanna brown,home office,europe,unknown,2024-03-17,654
1175,noah müller,consumer,south america,unknown,2024-03-17,654
644,ivan patel,consumer,europe,unknown,2024-03-18,653
1645,wei jones,home office,asia pacific,unknown,2024-03-18,653
439,fatima singh,corporate,asia pacific,unknown,2024-03-19,652
500,giulia nilsson,consumer,asia pacific,unknown,2024-03-19,652
1152,nadia romano,corporate,europe,unknown,2024-03-19,652
86,amir khan,consumer,asia pacific,unknown,2024-03-21,650
101,ava clark,corporate,middle east & africa,unknown,2024-03-27,644
207,chen dubois,corporate,europe,unknown,2024-03-27,644
551,hans harris,consumer,north america,unknown,2024-03-27,644
756,jessica patel,home office,north america,unknown,2024-03-28,643
1328,patricia rossi,consumer,south america,unknown,2024-03-28,643
467,felix müller,corporate,asia pacific,unknown,2024-03-30,641
654,ivan zhang,home office,north america,unknown,2024-03-31,640
1062,mary weber,consumer,europe,unknown,2024-03-31,640
1142,nadia laurent,consumer,asia pacific,unknown,2024-03-31,640
1288,oscar kim,home office,south america,unknown,2024-03-31,640
425,fatima fischer,home office,europe,unknown,2024-04-01,639
627,isabella yamamoto,corporate,europe,unknown,2024-04-03,637
1525,sarah moreau,corporate,europe,unknown,2024-04-03,637
132,ayumi miller,corporate,asia pacific,unknown,2024-04-04,636
377,emma kim,consumer,asia pacific,unknown,2024-04-04,636
830,karen tanaka,corporate,asia pacific,unknown,2024-04-04,636
1092,mia smith,consumer,europe,unknown,2024-04-04,636
4,ahmed clark,corporate,asia pacific,unknown,2024-04-05,635
1174,noah martinez,home office,north america,unknown,2024-04-05,635
1405,raj li,consumer,north america,unknown,2024-04-06,634
1495,sakura rodriguez,consumer,north america,unknown,2024-04-06,634
1503,sakura thomas,consumer,europe,unknown,2024-04-06,634
1234,olivia nilsson,consumer,south america,unknown,2024-04-07,633
1239,olivia robinson,consumer,asia pacific,unknown,2024-04-07,633
96,amir wang,consumer,north america,unknown,2024-04-08,632
1432,richard kumar,consumer,asia pacific,unknown,2024-04-08,632
1581,susan hassan,home office,europe,unknown,2024-04-08,632
1122,michael sharma,home office,north america,unknown,2024-04-09,631
1187,olga anderson,home office,asia pacific,unknown,2024-04-10,630
1427,richard garcia,corporate,middle east & africa,unknown,2024-04-10,630
1471,robert schmidt,consumer,europe,unknown,2024-04-10,630
1654,wei müller,consumer,asia pacific,unknown,2024-04-10,630
1126,michael taylor,corporate,asia pacific,unknown,2024-04-11,629
1494,sakura oliveira,consumer,europe,unknown,2024-04-13,627
289,clara singh,consumer,asia pacific,unknown,2024-04-14,626
558,hans kumar,consumer,asia pacific,unknown,2024-04-14,626
1644,wei johnson,home office,asia pacific,unknown,2024-04-15,625
853,kenji romano,corporate,europe,unknown,2024-04-16,624
1103,michael ferrari,corporate,middle east & africa,unknown,2024-04-16,624
1743,zara chen,corporate,europe,unknown,2024-04-16,624
57,amina clark,consumer,europe,unknown,2024-04-18,622
1111,michael kim,consumer,north america,unknown,2024-04-18,622
1452,robert chen,consumer,asia pacific,unknown,2024-04-18,622
50,ali thomas,consumer,asia pacific,unknown,2024-04-19,621
879,layla kumar,corporate,asia pacific,unknown,2024-04-19,621
816,karen nilsson,consumer,asia pacific,unknown,2024-04-20,620
1085,mia martin,home office,europe,unknown,2024-04-20,620
17,ahmed santos,home office,asia pacific,unknown,2024-04-21,619
166,barbara nilsson,corporate,asia pacific,unknown,2024-04-21,619
448,fatima williams,home office,north america,unknown,2024-04-21,619
614,isabella laurent,corporate,europe,unknown,2024-04-21,619
1359,priya brown,home office,europe,unknown,2024-04-21,619
1573,sophie white,corporate,south america,unknown,2024-04-21,619
483,felix white,consumer,asia pacific,unknown,2024-04-23,617
881,layla li,consumer,south america,unknown,2024-04-23,617
1255,omar fischer,corporate,asia pacific,unknown,2024-04-23,617
410,ethan li,home office,north america,unknown,2024-04-24,616
858,kenji sharma,corporate,south america,unknown,2024-04-24,616
953,linda sato,corporate,north america,unknown,2024-04-25,615
29,ali dubois,corporate,asia pacific,unknown,2024-04-26,614
283,clara romano,consumer,europe,unknown,2024-04-26,614
189,carlos robinson,corporate,south america,unknown,2024-04-28,612
748,jessica martin,consumer,asia pacific,unknown,2024-04-28,612
960,lucas brown,home office,north america,unknown,2024-04-28,612
1306,oscar thompson,home office,asia pacific,unknown,2024-04-28,612
1396,priya williams,corporate,north america,unknown,2024-04-28,612
1659,wei rodriguez,consumer,asia pacific,unknown,2024-04-28,612
664,jamal khan,corporate,south america,unknown,2024-04-29,611
978,lucas russo,home office,north america,unknown,2024-04-30,610
979,lucas russo,home office,europe,unknown,2024-05-04,606
1247,olivia williams,consumer,asia pacific,unknown,2024-05-04,606
1331,patricia weber,consumer,north america,unknown,2024-05-04,606
1651,wei martinez,corporate,europe,unknown,2024-05-04,606
60,amina harris,corporate,asia pacific,unknown,2024-05-05,605
98,amir yamamoto,consumer,europe,unknown,2024-05-05,605
1135,nadia costa,consumer,north america,unknown,2024-05-05,605
1657,wei patel,consumer,asia pacific,unknown,2024-05-06,604
889,layla thomas,corporate,asia pacific,unknown,2024-05-07,603
1289,oscar kim,corporate,middle east & africa,unknown,2024-05-07,603
1004,maria anderson,consumer,asia pacific,unknown,2024-05-08,602
1373,priya leroy,consumer,south america,unknown,2024-05-09,601
106,ava harris,consumer,europe,unknown,2024-05-11,599
768,jessica yamamoto,corporate,asia pacific,unknown,2024-05-11,599
1409,raj rodriguez,consumer,asia pacific,unknown,2024-05-11,599
1529,sarah robinson,consumer,middle east & africa,unknown,2024-05-11,599
684,james ahmed,corporate,north america,unknown,2024-05-12,598
1213,olga thompson,consumer,europe,unknown,2024-05-14,596
1768,zara white,consumer,middle east & africa,unknown,2024-05-14,596
409,ethan kumar,corporate,north america,unknown,2024-05-15,595
1370,priya kumar,consumer,europe,unknown,2024-05-15,595
590,ingrid müller,corporate,north america,unknown,2024-05-16,594
808,karen ferrari,consumer,north america,unknown,2024-05-16,594
1091,mia sharma,consumer,europe,unknown,2024-05-16,594
1499,sakura smith,corporate,north america,unknown,2024-05-17,593
1568,sophie schmidt,consumer,south america,unknown,2024-05-17,593
531,hanna robinson,consumer,europe,unknown,2024-05-18,592
774,john laurent,consumer,europe,unknown,2024-05-18,592
1043,mary garcia,home office,north america,unknown,2024-05-18,592
1478,robert thompson,corporate,asia pacific,unknown,2024-05-19,591
1558,sophie martin,corporate,north america,unknown,2024-05-20,590
306,david smith,consumer,middle east & africa,unknown,2024-05-21,589
1081,mia jones,corporate,asia pacific,unknown,2024-05-21,589
1245,olivia wang,consumer,asia pacific,unknown,2024-05-22,588
370,emma dubois,home office,europe,unknown,2024-05-23,587
300,david laurent,consumer,north america,unknown,2024-05-24,586
688,james brown,consumer,europe,unknown,2024-05-24,586
1425,richard brown,consumer,europe,unknown,2024-05-24,586
67,amina russo,corporate,asia pacific,unknown,2024-05-25,585
284,clara romano,consumer,asia pacific,unknown,2024-05-25,585
1281,oscar anderson,corporate,asia pacific,unknown,2024-05-25,585
682,jamal williams,corporate,europe,unknown,2024-05-26,584
1106,michael ferrari,consumer,asia pacific,unknown,2024-05-26,584
151,barbara ali,home office,asia pacific,unknown,2024-05-27,583
385,emma nilsson,corporate,asia pacific,unknown,2024-05-27,583
987,lucas williams,corporate,europe,unknown,2024-05-27,583
1224,olivia davis,home office,south america,unknown,2024-05-27,583
1431,richard johnson,consumer,middle east & africa,unknown,2024-05-27,583
441,fatima smith,consumer,south america,unknown,2024-05-28,582
498,giulia miller,consumer,north america,unknown,2024-05-28,582
1728,yuki johnson,corporate,europe,unknown,2024-05-28,582
398,emma weber,corporate,south america,unknown,2024-05-29,581
522,hanna kim,consumer,middle east & africa,unknown,2024-05-29,581
1585,susan kumar,consumer,north america,unknown,2024-05-30,580
331,diego schmidt,consumer,middle east & africa,unknown,2024-05-31,579
1571,sophie weber,consumer,north america,unknown,2024-05-31,579
795,joseph martinez,consumer,asia pacific,unknown,2024-06-01,578
895,li khan,home office,europe,unknown,2024-06-02,577
1149,nadia pereira,consumer,asia pacific,unknown,2024-06-03,576
1667,wei taylor,home office,asia pacific,unknown,2024-06-03,576
790,joseph johansson,consumer,north america,unknown,2024-06-04,575
1129,michael yamamoto,consumer,north america,unknown,2024-06-04,575
1709,xiao kumar,home office,asia pacific,unknown,2024-06-05,574
1637,wei costa,home office,south america,unknown,2024-06-07,572
359,elizabeth taylor,corporate,europe,unknown,2024-06-08,571
84,amir hassan,consumer,north america,unknown,2024-06-09,570
394,emma tanaka,home office,south america,unknown,2024-06-09,570
1206,olga romano,consumer,north america,unknown,2024-06-09,570
1204,olga robinson,consumer,north america,unknown,2024-06-10,569
229,chen tanaka,corporate,asia pacific,unknown,2024-06-12,567
797,joseph russo,consumer,asia pacific,unknown,2024-06-12,567
825,karen smith,consumer,south america,unknown,2024-06-12,567
1514,sarah jackson,corporate,middle east & africa,unknown,2024-06-14,565
1238,olivia pereira,home office,north america,unknown,2024-06-15,564
1739,yuki thompson,home office,north america,unknown,2024-06-15,564
919,liam kim,consumer,europe,unknown,2024-06-16,563
156,barbara dubois,corporate,north america,unknown,2024-06-18,561
955,linda suzuki,corporate,north america,unknown,2024-06-18,561
1341,pierre jackson,corporate,south america,unknown,2024-06-18,561
201,carlos thompson,consumer,south america,unknown,2024-06-19,560
1708,xiao johnson,consumer,north america,unknown,2024-06-19,560
48,ali sato,corporate,north america,unknown,2024-06-20,559
1209,olga suzuki,consumer,north america,unknown,2024-06-20,559
113,ava patel,home office,middle east & africa,unknown,2024-06-21,558
405,ethan johnson,home office,asia pacific,unknown,2024-06-21,558
1492,sakura müller,corporate,europe,unknown,2024-06-22,557
1133,nadia anderson,consumer,europe,unknown,2024-06-23,556
1161,nadia zhang,consumer,asia pacific,unknown,2024-06-23,556
1268,omar russo,consumer,asia pacific,unknown,2024-06-24,555
1295,oscar miller,corporate,middle east & africa,unknown,2024-06-24,555
194,carlos schmidt,home office,europe,unknown,2024-06-25,554
1136,nadia davis,home office,north america,unknown,2024-06-26,553
1621,thomas rodriguez,corporate,south america,unknown,2024-06-26,553
1009,maria hassan,consumer,europe,unknown,2024-06-28,551
1557,sophie li,consumer,asia pacific,unknown,2024-06-28,551
572,hans schmidt,consumer,north america,unknown,2024-06-29,550
1030,maria weber,corporate,europe,unknown,2024-06-30,549
1383,priya robinson,consumer,north america,unknown,2024-06-30,549
437,fatima robinson,corporate,europe,unknown,2024-07-01,548
799,joseph singh,consumer,europe,unknown,2024-07-01,548
1021,maria rossi,consumer,asia pacific,unknown,2024-07-02,547
1267,omar rodriguez,corporate,asia pacific,unknown,2024-07-03,546
1419,raj weber,consumer,europe,unknown,2024-07-03,546
133,ayumi moreau,consumer,europe,unknown,2024-07-04,545
292,clara tanaka,corporate,north america,unknown,2024-07-05,544
455,felix ahmed,consumer,europe,unknown,2024-07-05,544
899,li oliveira,consumer,north america,unknown,2024-07-05,544
1354,pierre weber,corporate,europe,unknown,2024-07-05,544
1508,sarah clark,home office,europe,unknown,2024-07-05,544
480,felix smith,consumer,north america,unknown,2024-07-06,543
903,li rossi,corporate,europe,unknown,2024-07-06,543
583,ingrid davis,consumer,south america,unknown,2024-07-07,542
540,hanna white,consumer,europe,unknown,2024-07-09,540
628,ivan ahmed,home office,north america,unknown,2024-07-09,540
1121,michael schmidt,corporate,north america,unknown,2024-07-09,540
58,amina clark,home office,north america,unknown,2024-07-10,539
1546,sophie clark,consumer,europe,unknown,2024-07-10,539
550,hans fischer,consumer,asia pacific,unknown,2024-07-11,538
807,karen anderson,corporate,north america,unknown,2024-07-11,538
1369,priya jones,consumer,asia pacific,unknown,2024-07-11,538
1208,olga suzuki,corporate,north america,unknown,2024-07-12,537
1236,olivia patel,consumer,asia pacific,unknown,2024-07-13,536
125,ayumi harris,consumer,europe,unknown,2024-07-14,535
771,john ferrari,consumer,europe,unknown,2024-07-14,535
66,amina romano,corporate,middle east & africa,unknown,2024-07-15,534
1098,mia white,corporate,north america,unknown,2024-07-15,534
1348,pierre rodriguez,home office,north america,unknown,2024-07-15,534
44,ali oliveira,consumer,north america,unknown,2024-07-16,533
892,li davis,home office,north america,unknown,2024-07-19,530
1058,mary rodriguez,consumer,north america,unknown,2024-07-21,528
1087,mia romano,corporate,asia pacific,unknown,2024-07-23,526
1675,william chen,corporate,europe,unknown,2024-07-24,525
272,clara leroy,consumer,asia pacific,unknown,2024-07-25,524
37,ali jones,consumer,europe,unknown,2024-07-26,523
948,linda patel,consumer,europe,unknown,2024-07-27,522
1394,priya weber,consumer,asia pacific,unknown,2024-07-27,522
1462,robert khan,consumer,north america,unknown,2024-07-27,522
1488,sakura jones,corporate,north america,unknown,2024-07-27,522
577,hans white,home office,south america,unknown,2024-07-28,521
254,christopher schmidt,consumer,north america,unknown,2024-07-29,520
1690,william moreau,consumer,north america,unknown,2024-07-29,520
473,felix romano,consumer,europe,unknown,2024-08-01,517
514,hanna ali,home office,europe,unknown,2024-08-02,516
77,amir ali,consumer,asia pacific,unknown,2024-08-03,515
1593,susan schmidt,consumer,europe,unknown,2024-08-03,515
552,hans hassan,corporate,south america,unknown,2024-08-05,513
891,layla zhang,corporate,north america,unknown,2024-08-05,513
1169,noah hassan,consumer,asia pacific,unknown,2024-08-06,512
1387,priya schmidt,consumer,asia pacific,unknown,2024-08-06,512
1511,sarah harris,consumer,north america,unknown,2024-08-06,512
91,amir smith,home office,north america,unknown,2024-08-07,511
205,chen anderson,corporate,north america,unknown,2024-08-07,511
1056,mary oliveira,consumer,asia pacific,unknown,2024-08-08,510
235,christopher brown,corporate,north america,unknown,2024-08-09,509
482,felix white,home office,europe,unknown,2024-08-09,509
554,hans johnson,consumer,europe,unknown,2024-08-10,508
639,ivan martinez,home office,asia pacific,unknown,2024-08-10,508
1159,nadia wang,consumer,middle east & africa,unknown,2024-08-12,506
358,elizabeth singh,home office,north america,unknown,2024-08-13,505
760,jessica suzuki,corporate,asia pacific,unknown,2024-08-13,505
1363,priya ferrari,consumer,north america,unknown,2024-08-13,505
710,jennifer anderson,corporate,north america,unknown,2024-08-14,504
1630,thomas wang,home office,north america,unknown,2024-08-14,504
1741,zara anderson,corporate,europe,unknown,2024-08-14,504
392,emma suzuki,consumer,asia pacific,unknown,2024-08-15,503
811,karen hassan,consumer,asia pacific,unknown,2024-08-16,502
971,lucas moreau,home office,europe,unknown,2024-08-16,502
1439,richard patel,consumer,asia pacific,unknown,2024-08-16,502
1632,thomas yamamoto,consumer,north america,unknown,2024-08-16,502
1666,wei suzuki,consumer,south america,unknown,2024-08-16,502
678,jamal sharma,corporate,europe,unknown,2024-08-18,500
968,lucas laurent,consumer,south america,unknown,2024-08-18,500
1716,xiao romano,corporate,north america,unknown,2024-08-19,499
75,amina thomas,consumer,north america,unknown,2024-08-20,498
1196,olga li,corporate,asia pacific,unknown,2024-08-20,498
861,kenji wang,consumer,europe,unknown,2024-08-22,496
667,jamal nilsson,consumer,south america,unknown,2024-08-24,494
2,ahmed anderson,home office,asia pacific,unknown,2024-08-25,493
475,felix schmidt,corporate,north america,unknown,2024-08-25,493
1574,sophie williams,corporate,asia pacific,unknown,2024-08-25,493
